CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0300;Universidade de Aveiro;4236;Engenharia dos Processos de Produção de Pasta para Papel;MESTRADO;543;;;;1;;;1;5
0300;Universidade de Aveiro;4251;Comunicação e Educação em Ciências;MESTRADO;321;;;;1;1;;2;41
0300;Universidade de Aveiro;4267;Design, Materiais e Gestão do Produto;MESTRADO;214;;;;1;;;1;24
0300;Universidade de Aveiro;4269;Ensino de Física;MESTRADO;145;;;;;1;;1;13
0300;Universidade de Aveiro;4270;Ensino da Física e da Química;MESTRADO;145;;;;1;;;1;68
0300;Universidade de Aveiro;4272;Ensino de Geologia e Biologia;MESTRADO;145;;;;2;;;2;57
0300;Universidade de Aveiro;4274;Gestão Ambiental, Materiais e Valorização de Resíduos;MESTRADO;851;;;;1;;;1;28
0300;Universidade de Aveiro;4297;Educação em Ciências no 1.º Ciclo do Ensino Básico;MESTRADO;144;;;;;1;;1;43
0300;Universidade de Aveiro;4314;Estudos Chineses;MESTRADO;222;;;;;;1;1;24
0300;Universidade de Aveiro;4331;Estudos Ingleses;MESTRADO;222;;;;3;;;3;70
0300;Universidade de Aveiro;4334;Estudos Portugueses;MESTRADO;223;;;;;;1;1;64
0300;Universidade de Aveiro;4397;Física Aplicada;MESTRADO;441;;;;2;;;2;38
0300;Universidade de Aveiro;4453;Gestão Curricular;MESTRADO;142;;;;1;;;1;50
0300;Universidade de Aveiro;4460;Gestão e Desenvolvimento em Turismo;MESTRADO;812;;;;3;1;;4;74
0300;Universidade de Aveiro;4468;Geoquímica;MESTRADO;443;;;;;;1;1;48
0300;Universidade de Aveiro;4491;Gestão da Informação;MESTRADO;481;;;;1;;1;2;74
0300;Universidade de Aveiro;4557;Inovação e Políticas de Desenvolvimento;MESTRADO;313;;;;;1;;1;17
0300;Universidade de Aveiro;4626;Multimédia em Educação;MESTRADO;213;;;;3;;;3;104
0300;Universidade de Aveiro;4660;Matemática;MESTRADO;461;;;;4;;1;5;79
0300;Universidade de Aveiro;4699;Microbiologia Molecular;MESTRADO;421;;;;;1;;1;52
0300;Universidade de Aveiro;4707;Minerais e Rochas Industriais;MESTRADO;544;;;;2;;;2;55
0300;Universidade de Aveiro;4725;Poluição Atmosférica;MESTRADO;851;;;;2;;;2;29
0300;Universidade de Aveiro;4775;Química de Produtos Naturais e Alimentos;MESTRADO;442;;;;1;;1;2;43
0300;Universidade de Aveiro;4886;Toxicologia;MESTRADO;421;;;;;;1;1;44
0300;Universidade de Aveiro;4921;Gestão da Inovação e do Conhecimento;MESTRADO;345;;;;;1;;1;22
0300;Universidade de Aveiro;4970;Energia e Gestão do Ambiente;MESTRADO;851;;;;1;;;1;12
0300;Universidade de Aveiro;5050;Biologia;DOUTORAMENTO;421;;1;;1;1;;3;104
0300;Universidade de Aveiro;5063;Bioquímica;DOUTORAMENTO;421;;;;1;;;1;16
0300;Universidade de Aveiro;5080;Ciência e Engenharia de Materiais;DOUTORAMENTO;543;;;;1;;;1;51
0300;Universidade de Aveiro;5116;Ciências da Educação;DOUTORAMENTO;142;;;;1;;;1;0
0300;Universidade de Aveiro;5140;Ciências da Educação;DOUTORAMENTO;142;;;;1;;;1;47
0300;Universidade de Aveiro;5236;Didáctica;DOUTORAMENTO;142;;;;2;;;2;70
0300;Universidade de Aveiro;5309;Biologia;DOUTORAMENTO;421;;;;1;;;1;4
0300;Universidade de Aveiro;5360;Física;DOUTORAMENTO;441;;;;2;;;2;62
0300;Universidade de Aveiro;5553;Ciências do Mar e do Ambiente;DOUTORAMENTO;443;;;;1;;;1;0
0300;Universidade de Aveiro;5720;Química;DOUTORAMENTO;442;;;;3;;;3;115
0300;Universidade de Aveiro;6005;Administração e Gestão Pública;MESTRADO;345;;;;3;2;;5;39
0300;Universidade de Aveiro;6063;Criação Artística Contemporânea;MESTRADO;211;;;1;1;;;2;28
0300;Universidade de Aveiro;6136;Geomateriais e Recursos Geológicos;MESTRADO;443;;1;;1;;;2;8
0300;Universidade de Aveiro;6137;Gerontologia;MESTRADO;723;;1;;1;;;2;65
0300;Universidade de Aveiro;6152;Gestão e Planeamento em Turismo;MESTRADO;812;1;;;1;1;1;4;40
0300;Universidade de Aveiro;6183;Línguas, Literaturas e Culturas;MESTRADO;222;;;;1;;1;2;38
0300;Universidade de Aveiro;6198;Música;MESTRADO;212;;;;1;;;1;28
0300;Universidade de Aveiro;6242;Sistemas Energéticos Sustentáveis;MESTRADO;851;;;;1;1;;2;18
0300;Universidade de Aveiro;6408;Comunicação Multimédia;MESTRADO;213;;1;1;;;2;4;87
0300;Universidade de Aveiro;6430;Tradução Especializada;MESTRADO;222;;;;1;2;;3;34
0300;Universidade de Aveiro;6432;Meteorologia e Oceanografia Física;MESTRADO;443;;1;;;;1;2;27
0300;Universidade de Aveiro;6434;Biomedicina Molecular;MESTRADO;721;2;;;;;;2;10
0300;Universidade de Aveiro;6435;Línguas e Relações Empresariais;MESTRADO;347;1;;;3;;;4;37
0300;Universidade de Aveiro;6436;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;MESTRADO;145;;;;6;1;;7;34
0300;Universidade de Aveiro;6440;Estudos Editoriais;MESTRADO;213;1;1;;1;1;;4;30
0300;Universidade de Aveiro;6442;Engenharia de Automação Industrial;MESTRADO;523;1;;;;;;1;3
0300;Universidade de Aveiro;6449;Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário;MESTRADO;145;;;;;;1;1;7
0300;Universidade de Aveiro;6451;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;MESTRADO;145;1;;;;;1;2;6
0300;Universidade de Aveiro;6452;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;MESTRADO;145;;;;;2;;2;4
0300;Universidade de Aveiro;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;12;;;2;2;;16;0
0300;Universidade de Aveiro;9002;Administração Pública;LICENCIATURA;345;10;6;7;9;;3;35;175
0300;Universidade de Aveiro;9011;Biologia;LICENCIATURA;421;5;1;2;1;;2;11;194
0300;Universidade de Aveiro;9012;Biologia e Geologia;LICENCIATURA;421;;;2;1;;;3;40
0300;Universidade de Aveiro;9015;Bioquímica;LICENCIATURA;421;2;;2;2;1;1;8;133
0300;Universidade de Aveiro;9016;Biotecnologia;LICENCIATURA;524;1;1;;1;;;3;75
0300;Universidade de Aveiro;9041;Ciências do Mar;LICENCIATURA;443;;2;;;;;2;14
0300;Universidade de Aveiro;9069;Design;LICENCIATURA;214;15;2;3;4;2;2;28;197
0300;Universidade de Aveiro;9081;Economia;LICENCIATURA;314;18;3;3;4;;3;31;237
0300;Universidade de Aveiro;9096;Engenharia de Materiais;LICENCIATURA;543;;;;3;;1;4;69
0300;Universidade de Aveiro;9099;Engenharia do Ambiente;LICENCIATURA;851;4;3;;2;1;3;13;184
0300;Universidade de Aveiro;9104;Engenharia e Gestão Industrial;LICENCIATURA;529;3;;1;4;;1;9;294
0300;Universidade de Aveiro;9116;Engenharia Geológica;LICENCIATURA;443;1;;;;;;1;38
0300;Universidade de Aveiro;9133;Estudos Clássicos;LICENCIATURA;222;;;;1;;;1;4
0300;Universidade de Aveiro;9141;Física;LICENCIATURA;441;;1;;;;;1;23
0300;Universidade de Aveiro;9147;Gestão;LICENCIATURA;345;15;1;1;5;1;2;25;171
0300;Universidade de Aveiro;9194;Línguas e Estudos Editoriais;LICENCIATURA;222;1;1;2;5;1;2;12;56
0300;Universidade de Aveiro;9196;Línguas e Relações Empresariais;LICENCIATURA;347;5;;;6;1;3;15;164
0300;Universidade de Aveiro;9204;Línguas, Literaturas e Culturas;LICENCIATURA;222;1;;2;3;1;1;8;80
0300;Universidade de Aveiro;9209;Matemática;LICENCIATURA;461;2;;;;;1;3;55
0300;Universidade de Aveiro;9212;Meteorologia, Oceanografia e Geofísica;LICENCIATURA;443;1;1;;2;;;4;38
0300;Universidade de Aveiro;9214;Música;LICENCIATURA;212;;;;1;;;1;79
0300;Universidade de Aveiro;9215;Novas Tecnologias da Comunicação;LICENCIATURA;213;8;;5;10;6;4;33;286
0300;Universidade de Aveiro;9219;Psicologia;LICENCIATURA;311;3;;1;2;;;6;69
0300;Universidade de Aveiro;9223;Química;LICENCIATURA;442;1;1;;1;;1;4;44
0300;Universidade de Aveiro;9250;Tecnologias de Informação e Comunicação;LICENCIATURA;481;1;2;2;;;1;6;43
0300;Universidade de Aveiro;9252;Tradução;LICENCIATURA;222;3;1;2;5;1;1;13;94
0300;Universidade de Aveiro;9254;Turismo;LICENCIATURA;812;1;;2;6;2;3;14;88
0300;Universidade de Aveiro;9266;Bioquímica e Química dos Alimentos;MESTRADO;442;;;;1;1;1;3;15
0300;Universidade de Aveiro;9273;Ciências do Mar e das Zonas Costeiras;MESTRADO;443;1;;;;;;1;9
0300;Universidade de Aveiro;9277;Design;MESTRADO;214;1;3;1;;;;5;36
0300;Universidade de Aveiro;9280;Economia;MESTRADO;314;4;1;;5;;1;11;67
0300;Universidade de Aveiro;9295;Gestão;MESTRADO;345;1;2;;2;1;3;9;72
0300;Universidade de Aveiro;9317;Microbiologia;MESTRADO;421;;;2;;1;;3;58
0300;Universidade de Aveiro;9327;Química Analítica e Controlo de Qualidade;MESTRADO;442;;1;;1;;;2;40
0300;Universidade de Aveiro;9328;Química Orgânica e Produtos Naturais;MESTRADO;442;1;;;1;;;2;15
0300;Universidade de Aveiro;9351;Ciências Biomédicas;LICENCIATURA;421;;;;1;;;1;87
0300;Universidade de Aveiro;9360;Engenharia Civil;MESTRADO;582;10;5;1;5;2;1;24;46
0300;Universidade de Aveiro;9361;Engenharia de Computadores e Telemática;MESTRADO;523;;;;;;1;1;130
0300;Universidade de Aveiro;9365;Engenharia Electrónica e Telecomunicações;MESTRADO;523;2;;;2;1;;5;359
0300;Universidade de Aveiro;9368;Engenharia Física;MESTRADO;441;1;1;;;;;2;35
0300;Universidade de Aveiro;9369;Engenharia Mecânica;MESTRADO;521;7;1;;2;2;2;14;203
0300;Universidade de Aveiro;9392;Biologia Molecular e Celular;MESTRADO;421;;;;1;;1;2;70
0300;Universidade de Aveiro;9396;Bioquímica;MESTRADO;421;9;3;;1;1;;14;24
0300;Universidade de Aveiro;9399;Biotecnologia;MESTRADO;524;4;1;;1;;;6;30
0300;Universidade de Aveiro;9411;Ecologia, Biodiversidade e Gestão de Ecossistemas;MESTRADO;422;;;;;1;;1;40
0300;Universidade de Aveiro;9414;Engenharia Cerâmica e do Vidro;MESTRADO;543;;;;;1;;1;12
0300;Universidade de Aveiro;9415;Engenharia de Materiais;MESTRADO;543;1;;;4;;;5;44
0300;Universidade de Aveiro;9417;Engenharia do Ambiente;MESTRADO;851;7;4;2;7;5;;25;185
0300;Universidade de Aveiro;9420;Engenharia e Gestão Industrial;MESTRADO;529;7;1;1;6;2;1;18;176
0300;Universidade de Aveiro;9422;Engenharia Física;MESTRADO;441;1;;1;;;;2;39
0300;Universidade de Aveiro;9423;Engenharia Geológica;MESTRADO;443;1;;;1;;;2;30
0300;Universidade de Aveiro;9437;Matemática e Aplicações;MESTRADO;461;;;;2;;;2;43
0300;Universidade de Aveiro;9442;Química;MESTRADO;442;1;;;1;;;2;21
0300;Universidade de Aveiro;9461;Engenharia Química;MESTRADO;524;7;2;5;11;2;1;28;118
0300;Universidade de Aveiro;9463;Psicologia;MESTRADO;311;4;2;1;;;;7;15
0300;Universidade de Aveiro;9569;Engenharia Civil;MESTRADO;582;;5;;4;3;2;14;123
0300;Universidade de Aveiro;9577;Ciências de Engenharia de Computadores e Telemática;LICENCIATURA;523;;;;;;1;1;168
0300;Universidade de Aveiro;9578;Ciências de Engenharia Electrónica e Telecomunicações;LICENCIATURA;523;2;;;3;;1;6;266
0300;Universidade de Aveiro;9579;Ciências de Engenharia Mecânica;LICENCIATURA;521;7;;;1;1;;9;199
0300;Universidade de Aveiro;9580;Ciências de Engenharia Química;LICENCIATURA;524;;;1;1;;2;4;95
0300;Universidade de Aveiro;9704;Ciências da Engenharia Civil;LICENCIATURA;582;2;;;2;1;;5;149
0300;Universidade de Aveiro;9804;Técnico Superior de Justiça;LICENCIATURA;380;13;;2;5;3;5;28;175
0300;Universidade de Aveiro;9853;Educação Básica;LICENCIATURA;144;1;;1;1;1;1;5;120
0300;Universidade de Aveiro;M296;Biologia Aplicada;MESTRADO;421;2;2;;1;;;5;62
0300;Universidade de Aveiro;M298;Governação, Competitividade e Políticas Públicas;MESTRADO;313;;;;1;;;1;3
0300;Universidade de Aveiro;M299;Música para o Ensino Vocacional;MESTRADO;146;;;;1;;;1;51
0300;Universidade de Aveiro;M300;Psicologia Forense;MESTRADO;311;1;;;;2;;3;15
0400;Universidade da Beira Interior;0063;Bioquímica;LICENCIATURA;421;;;2;1;2;1;6;163
0400;Universidade da Beira Interior;0076;Ciências da Comunicação;LICENCIATURA;321;2;;5;20;10;15;52;443
0400;Universidade da Beira Interior;0086;Ciências do Desporto;LICENCIATURA;813;;;1;5;4;4;14;300
0400;Universidade da Beira Interior;0112;Comunicação Social;LICENCIATURA;321;;;;5;2;6;13;145
0400;Universidade da Beira Interior;0156;Economia;LICENCIATURA;314;1;;2;11;4;9;27;439
0400;Universidade da Beira Interior;0200;Engenharia Aeronáutica;LICENCIATURA;525;;;;1;1;3;5;186
0400;Universidade da Beira Interior;0233;Engenharia Civil;LICENCIATURA;582;;;1;27;18;26;72;675
0400;Universidade da Beira Interior;0237;Engenharia Civil, variante de Planeamento e Urbanismo;LICENCIATURA;582;;;;1;;;1;32
0400;Universidade da Beira Interior;0241;Engenharia Electromecânica;LICENCIATURA;522;;;;4;2;2;8;312
0400;Universidade da Beira Interior;0292;Engenharia Informática;LICENCIATURA;523;;;;2;;2;4;44
0400;Universidade da Beira Interior;0304;Engenharia Mecânica;LICENCIATURA;521;;;;2;;;2;38
0400;Universidade da Beira Interior;0323;Engenharia do Papel;LICENCIATURA;543;;;;1;;;1;93
0400;Universidade da Beira Interior;0327;Engenharia da Produção e Gestão Industrial;LICENCIATURA;521;;;1;8;5;11;25;283
0400;Universidade da Beira Interior;0331;Engenharia Química;LICENCIATURA;524;;;;;2;2;4;28
0400;Universidade da Beira Interior;0344;Engenharia Têxtil;LICENCIATURA;542;;;2;19;7;8;36;346
0400;Universidade da Beira Interior;0360;Filosofia;LICENCIATURA;226;1;;;3;2;1;7;40
0400;Universidade da Beira Interior;0375;Física (Ensino de);LICENCIATURA;145;;;;9;;;9;108
0400;Universidade da Beira Interior;0377;Física Aplicada;LICENCIATURA;441;;;;1;;1;2;85
0400;Universidade da Beira Interior;0383;Física e Química (Ensino de);LICENCIATURA;145;;;;15;2;1;18;67
0400;Universidade da Beira Interior;0416;Gestão;LICENCIATURA;345;1;;3;24;15;19;62;1264
0400;Universidade da Beira Interior;0480;Informática (Ensino de);LICENCIATURA;146;;;;4;;;4;62
0400;Universidade da Beira Interior;0521;Língua e Cultura Portuguesas (Ensino de);LICENCIATURA;145;;;;1;1;3;5;21
0400;Universidade da Beira Interior;0560;Matemática (Ensino de);LICENCIATURA;145;;;;44;3;12;59;392
0400;Universidade da Beira Interior;0562;Marketing;LICENCIATURA;342;;;;5;1;4;10;61
0400;Universidade da Beira Interior;0574;Matemática/Informática;LICENCIATURA;461;;;;7;2;10;19;285
0400;Universidade da Beira Interior;0695;Psicologia;LICENCIATURA;311;2;1;1;4;5;3;16;139
0400;Universidade da Beira Interior;0714;Química Industrial;LICENCIATURA;524;;;1;10;6;4;21;278
0400;Universidade da Beira Interior;0759;Sociologia;LICENCIATURA;312;2;;4;18;6;25;55;565
0400;Universidade da Beira Interior;1068;Cinema;LICENCIATURA;213;;;1;1;;1;3;21
0400;Universidade da Beira Interior;1151;Design Multimédia;LICENCIATURA;214;;;;6;2;3;11;89
0400;Universidade da Beira Interior;1153;Design Têxtil e do Vestuário;LICENCIATURA;214;;;;2;3;1;6;59
0400;Universidade da Beira Interior;1537;Português e Espanhol;LICENCIATURA;222;;;;3;;2;5;39
0400;Universidade da Beira Interior;1581;Português e Inglês;LICENCIATURA;222;;;;3;;2;5;15
0400;Universidade da Beira Interior;1607;Língua e Cultura Portuguesas;LICENCIATURA;223;;;;13;7;10;30;152
0400;Universidade da Beira Interior;1690;Optometria e Optotecnia (Física Aplicada);LICENCIATURA;725;;;;1;1;2;4;143
0400;Universidade da Beira Interior;4051;Ciências do Desporto;MESTRADO;813;;;;2;;;2;39
0400;Universidade da Beira Interior;4076;Ciências da Comunicação;MESTRADO;321;;;1;;1;;2;28
0400;Universidade da Beira Interior;4156;Economia;MESTRADO;314;;;;;;1;1;1
0400;Universidade da Beira Interior;4186;Educação;MESTRADO;142;;;;1;;;1;71
0400;Universidade da Beira Interior;4194;Engenharia Civil - Construção;MESTRADO;582;1;;;1;1;;3;7
0400;Universidade da Beira Interior;4208;Engenharia Informática;MESTRADO;523;;;;;1;;1;10
0400;Universidade da Beira Interior;4399;Física e Química para o Ensino;MESTRADO;145;;;;1;1;;2;7
0400;Universidade da Beira Interior;4400;Economia e Políticas Autárquicas;MESTRADO;314;;;;;;3;3;7
0400;Universidade da Beira Interior;4474;Gestão;MESTRADO;345;;;;1;1;1;3;88
0400;Universidade da Beira Interior;4574;Língua, Cultura Portuguesa e Didáctica;MESTRADO;223;;;;3;;3;6;39
0400;Universidade da Beira Interior;4768;Química;MESTRADO;442;;;1;;;;1;18
0400;Universidade da Beira Interior;4830;Sistemas de Informação Geográfica;MESTRADO;443;;;;1;;;1;8
0400;Universidade da Beira Interior;4846;Sociologia;MESTRADO;312;;;;2;;2;4;26
0400;Universidade da Beira Interior;5262;Engenharia Civil;DOUTORAMENTO;582;;;;1;;;1;13
0400;Universidade da Beira Interior;6043;Ciências do Desporto;MESTRADO;813;1;;;2;;;3;54
0400;Universidade da Beira Interior;6084;Educação Social e Comunitária;MESTRADO;762;;;;;;1;1;7
0400;Universidade da Beira Interior;6091;Engenharia Electrotécnica e de Computadores;MESTRADO;523;2;;1;3;;;6;32
0400;Universidade da Beira Interior;6248;Supervisão Pedagógica;MESTRADO;142;1;;1;;;;2;33
0400;Universidade da Beira Interior;6361;Engenharia Mecânica;MESTRADO;521;;;;1;1;;2;14
0400;Universidade da Beira Interior;6436;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;MESTRADO;145;;;;5;;2;7;24
0400;Universidade da Beira Interior;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;2;;1;2;;;5;48
0400;Universidade da Beira Interior;6455;Ensino de Português no 3º C Ens Bás e Ens Sec e  Espanhol nos Ens Bas e Sec;MESTRADO;145;;;;1;;;1;31
0400;Universidade da Beira Interior;6459;Ensino de Filosofia no Ensino Secundário;MESTRADO;145;;;;1;;;1;11
0400;Universidade da Beira Interior;6761;Empreendedorismo e Serviço Social;MESTRADO;345;;;;1;;;1;23
0400;Universidade da Beira Interior;6762;Engenharia Aeronáutica;MESTRADO;525;3;;;4;;;7;82
0400;Universidade da Beira Interior;6763;Engenharia Electromecânica;MESTRADO;522;3;;1;;;;4;47
0400;Universidade da Beira Interior;6929;Estudos Didácticos, Culturais, Linguísticos e Literários;MESTRADO;312;;;;1;;;1;94
0400;Universidade da Beira Interior;6945;Optometria em Ciências da Visão;MESTRADO;725;;;;2;;;2;9
0400;Universidade da Beira Interior;6963;Sociologia: Exclusões e Políticas Sociais;MESTRADO;312;1;;;2;;;3;14
0400;Universidade da Beira Interior;8053;Ciências Básicas em Arquitectura;LICENCIATURA;581;1;;1;;;2;4;81
0400;Universidade da Beira Interior;8367;Filosofia (regime pós-laboral);LICENCIATURA;226;1;;;;2;;3;6
0400;Universidade da Beira Interior;9015;Bioquímica;LICENCIATURA;421;2;1;2;2;2;;9;134
0400;Universidade da Beira Interior;9016;Biotecnologia;LICENCIATURA;524;1;;;;;;1;12
0400;Universidade da Beira Interior;9020;Ciência Política e Relações Internacionais;LICENCIATURA;313;4;;1;3;;;8;26
0400;Universidade da Beira Interior;9023;Ciências da Comunicação;LICENCIATURA;321;14;7;7;10;;5;43;244
0400;Universidade da Beira Interior;9048;Cinema;LICENCIATURA;213;3;1;2;5;4;;15;162
0400;Universidade da Beira Interior;9071;Design de Moda;LICENCIATURA;214;2;;1;4;1;2;10;113
0400;Universidade da Beira Interior;9074;Design Industrial;LICENCIATURA;214;5;;3;2;2;1;13;99
0400;Universidade da Beira Interior;9075;Design Multimédia;LICENCIATURA;214;14;1;3;5;1;6;30;161
0400;Universidade da Beira Interior;9081;Economia;LICENCIATURA;314;7;7;7;9;;3;33;108
0400;Universidade da Beira Interior;9089;Engenharia Civil;LICENCIATURA;582;4;5;3;7;2;;21;100
0400;Universidade da Beira Interior;9105;Engenharia Electromecânica;LICENCIATURA;522;4;2;1;;;;7;66
0400;Universidade da Beira Interior;9119;Engenharia Informática;LICENCIATURA;523;4;;1;;;2;7;187
0400;Universidade da Beira Interior;9125;Engenharia Química;LICENCIATURA;524;;;;;;1;1;19
0400;Universidade da Beira Interior;9139;Filosofia;LICENCIATURA;226;3;;1;3;;3;10;50
0400;Universidade da Beira Interior;9147;Gestão;LICENCIATURA;345;9;4;6;9;5;5;38;195
0400;Universidade da Beira Interior;9204;Línguas, Literaturas e Culturas;LICENCIATURA;222;;;;;2;1;3;44
0400;Universidade da Beira Interior;9205;Marketing;LICENCIATURA;342;13;;3;4;3;1;24;121
0400;Universidade da Beira Interior;9209;Matemática;LICENCIATURA;461;;;;;;1;1;11
0400;Universidade da Beira Interior;9216;Optometria - Ciências da Visão;LICENCIATURA;725;11;3;2;2;2;1;21;218
0400;Universidade da Beira Interior;9219;Psicologia;LICENCIATURA;311;3;;;;;2;5;137
0400;Universidade da Beira Interior;9225;Química Industrial;LICENCIATURA;524;2;;;3;1;;6;45
0400;Universidade da Beira Interior;9240;Sociologia;LICENCIATURA;312;11;1;2;4;2;2;22;96
0400;Universidade da Beira Interior;9251;Tecnologias e Sistemas de Informação;LICENCIATURA;481;;;;1;;;1;34
0400;Universidade da Beira Interior;9257;Arquitectura;MESTRADO;581;12;11;3;4;3;1;34;143
0400;Universidade da Beira Interior;9280;Economia;MESTRADO;314;1;;1;2;;;4;41
0400;Universidade da Beira Interior;9286;Engenharia Informática;MESTRADO;523;1;;;;;;1;53
0400;Universidade da Beira Interior;9293;Filosofia;MESTRADO;226;;;;1;;;1;6
0400;Universidade da Beira Interior;9295;Gestão;MESTRADO;345;;;;1;2;;3;41
0400;Universidade da Beira Interior;9314;Marketing;MESTRADO;342;2;;;1;2;1;6;36
0400;Universidade da Beira Interior;9351;Ciências Biomédicas;LICENCIATURA;421;2;1;;;1;;4;130
0400;Universidade da Beira Interior;9360;Engenharia Civil;MESTRADO;582;3;1;;1;;;5;0
0400;Universidade da Beira Interior;9396;Bioquímica;MESTRADO;421;7;3;2;2;;;14;102
0400;Universidade da Beira Interior;9403;Cinema - Realização;MESTRADO;213;;1;3;;2;;6;18
0400;Universidade da Beira Interior;9407;Design Multimédia;MESTRADO;214;2;;;;;;2;19
0400;Universidade da Beira Interior;9420;Engenharia e Gestão Industrial;MESTRADO;529;;;1;1;;;2;41
0400;Universidade da Beira Interior;9443;Química Industrial;MESTRADO;524;1;;1;2;2;;6;55
0400;Universidade da Beira Interior;9463;Psicologia;MESTRADO;311;16;3;2;5;;5;31;109
0400;Universidade da Beira Interior;9494;Ciências Farmacêuticas;MESTRADO;727;14;;;3;1;;18;26
0400;Universidade da Beira Interior;9512;Ciências Biomédicas;MESTRADO;421;2;1;1;;;;4;18
0400;Universidade da Beira Interior;9515;Comunicação Estratégica: Publicidade e Relações Públicas;MESTRADO;342;1;;;2;;1;4;13
0400;Universidade da Beira Interior;9518;Design de Moda;MESTRADO;214;1;1;;2;;1;5;35
