CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
4358;Instituto Superior da Maia;9056;Contabilidade;LICENCIATURA;344;3;;2;3;2;4;14;112;
4358;Instituto Superior da Maia;9066;Criminologia;LICENCIATURA;312;34;9;11;16;4;2;76;182;
4358;Instituto Superior da Maia;9152;Gestão de Empresas;LICENCIATURA;345;10;3;7;16;6;10;52;268;
4358;Instituto Superior da Maia;9156;Gestão de Marketing;LICENCIATURA;342;6;1;;3;2;1;13;18;
4358;Instituto Superior da Maia;9157;Gestão de Recursos Humanos;LICENCIATURA;345;8;2;8;12;10;11;51;251;
4358;Instituto Superior da Maia;9162;Gestão do Desporto;LICENCIATURA;345;11;2;8;12;3;10;46;197;
4358;Instituto Superior da Maia;9186;Informática de Gestão;LICENCIATURA;481;2;;1;1;1;3;8;80;
4358;Instituto Superior da Maia;9219;Psicologia;LICENCIATURA;311;18;;4;24;13;18;77;777;
4358;Instituto Superior da Maia;9228;Redes de Comunicação e Telecomunicações;LICENCIATURA;523;2;;1;3;1;1;8;52;
4358;Instituto Superior da Maia;9230;Relações Públicas;LICENCIATURA;342;5;;2;8;3;1;19;110;
4358;Instituto Superior da Maia;9236;Segurança e Higiene no Trabalho;LICENCIATURA;862;;;;2;1;1;4;48;
4358;Instituto Superior da Maia;9239;Sistemas de Informação e Software;LICENCIATURA;481;1;;;1;1;2;5;36;
4358;Instituto Superior da Maia;9242;Solicitadoria;LICENCIATURA;380;10;4;2;13;7;16;52;514;
4358;Instituto Superior da Maia;9249;Tecnologias de Comunicação Multimédia;LICENCIATURA;213;8;2;12;15;6;12;55;186;
4358;Instituto Superior da Maia;9254;Turismo;LICENCIATURA;812;10;1;4;3;2;2;22;32;
4358;Instituto Superior da Maia;9298;Gestão de Empresas;MESTRADO;345;;;;1;;;1;3;
4358;Instituto Superior da Maia;9314;Marketing;MESTRADO;342;;2;;1;1;;4;8;
4358;Instituto Superior da Maia;9331;Sexologia;MESTRADO;311;;;;;;1;1;9;
4358;Instituto Superior da Maia;9511;Avaliação e Intervenção Neuropsicológicas;MESTRADO;311;;4;1;1;5;2;13;39;
4358;Instituto Superior da Maia;9513;Ciências da Educação Física e Desporto;MESTRADO;813;3;1;1;5;;2;12;48;
4358;Instituto Superior da Maia;9736;Educação Física e Desporto;LICENCIATURA;813;37;4;8;20;6;4;79;486;
4358;Instituto Superior da Maia;M258;Turismo, Património e Desenvolvimento;MESTRADO;812;;;;1;;;1;6;
4358;Instituto Superior da Maia;M340;Psicologia da Saúde Ocupacional;MESTRADO;311;;;;;2;;2;5;
4358;Instituto Superior da Maia;M357;Psicologia Escolar e da Educação;MESTRADO;311;3;1;;;;;4;15;
4358;Instituto Superior da Maia;M576;Neuropsicologia Clínica - Avaliação e Intervenção Neuropsicológicas;MESTRADO;311;1;;;;;;1;23;
4360;Instituto Superior de Matemática e Gestão de Lisboa;0118;Contabilidade e Administração;BACHARELATO;344;;;;1;;;1;321;
4360;Instituto Superior de Matemática e Gestão de Lisboa;0156;Economia;LICENCIATURA;314;;;;2;;5;7;603;
4360;Instituto Superior de Matemática e Gestão de Lisboa;0428;Gestão Agrícola;BACHARELATO;621;;;;1;;1;2;71;
4360;Instituto Superior de Matemática e Gestão de Lisboa;0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;;;;3;3;266;
4360;Instituto Superior de Matemática e Gestão de Lisboa;0759;Sociologia;LICENCIATURA;312;;;;;1;;1;109;
4361;Instituto Superior de Matemática e Gestão (Marinha Grande);0118;Contabilidade e Administração;BACHARELATO;344;;;;;;1;1;118;
4361;Instituto Superior de Matemática e Gestão (Marinha Grande);0452;Gestão de Recursos Humanos;BACHARELATO;345;;;;;;1;1;90;
4361;Instituto Superior de Matemática e Gestão (Marinha Grande);0490;Informática de Gestão;BACHARELATO;481;;;;;;1;1;65;
4362;Instituto Superior de Matemática e Gestão (Castelo Branco);0118;Contabilidade e Administração;BACHARELATO;344;;;;;2;2;4;88;
4362;Instituto Superior de Matemática e Gestão (Castelo Branco);0452;Gestão de Recursos Humanos;BACHARELATO;345;;;;1;;;1;153;
4363;Instituto Superior de Matemática e Gestão (Fundão);0118;Contabilidade e Administração;BACHARELATO;344;;;;;;1;1;70;
4363;Instituto Superior de Matemática e Gestão (Fundão);0490;Informática de Gestão;BACHARELATO;481;;;;1;1;;2;51;
4364;Instituto Superior de Matemática e Gestão (Torres Vedras);0118;Contabilidade e Administração;BACHARELATO;344;;;;1;;2;3;288;
4364;Instituto Superior de Matemática e Gestão (Torres Vedras);0452;Gestão de Recursos Humanos;BACHARELATO;345;;;;1;;;1;98;
4364;Instituto Superior de Matemática e Gestão (Torres Vedras);0490;Informática de Gestão;BACHARELATO;481;;;;1;;;1;78;
4365;Instituto Superior de Matemática e Gestão (Portimão);0022;Arquitectura;LICENCIATURA;581;;;;2;;3;5;84;
4365;Instituto Superior de Matemática e Gestão (Portimão);0442;Gestão de Empresas Turísticas e Hoteleiras;BACHARELATO;345;;;;1;;;1;56;
4365;Instituto Superior de Matemática e Gestão (Portimão);0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;;;1;4;5;89;
4365;Instituto Superior de Matemática e Gestão (Portimão);0490;Informática de Gestão;BACHARELATO;481;;;;2;;;2;85;
4375;Instituto Superior Manuel Teixeira Gomes;0022;Arquitectura;LICENCIATURA;581;1;;;3;4;4;12;27;
4375;Instituto Superior Manuel Teixeira Gomes;0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;;3;1;;4;20;
4375;Instituto Superior Manuel Teixeira Gomes;0490;Informática de Gestão;BACHARELATO;481;;;;1;;;1;14;
4375;Instituto Superior Manuel Teixeira Gomes;1130;Contabilidade, Fiscalidade e Auditoria;LICENCIATURA;344;;;;;1;;1;7;
4375;Instituto Superior Manuel Teixeira Gomes;1149;Design de Comunicação;LICENCIATURA;213;;;;1;1;1;3;7;
4375;Instituto Superior Manuel Teixeira Gomes;9056;Contabilidade;LICENCIATURA;344;;;;1;;2;3;37;
4375;Instituto Superior Manuel Teixeira Gomes;9070;Design de Comunicação;LICENCIATURA;213;;1;1;3;;1;6;35;
4375;Instituto Superior Manuel Teixeira Gomes;9078;Direito;LICENCIATURA;380;1;;;5;1;3;10;71;
4375;Instituto Superior Manuel Teixeira Gomes;9119;Engenharia Informática;LICENCIATURA;523;1;;;4;;;5;40;
4375;Instituto Superior Manuel Teixeira Gomes;9152;Gestão de Empresas;LICENCIATURA;345;;;1;2;;2;5;13;
4375;Instituto Superior Manuel Teixeira Gomes;9157;Gestão de Recursos Humanos;LICENCIATURA;345;;;;2;2;4;8;79;
4375;Instituto Superior Manuel Teixeira Gomes;9219;Psicologia;LICENCIATURA;311;;;;5;3;1;9;74;
4375;Instituto Superior Manuel Teixeira Gomes;9242;Solicitadoria;LICENCIATURA;380;1;;;6;3;5;15;116;
4375;Instituto Superior Manuel Teixeira Gomes;9257;Arquitectura;MESTRADO;581;5;;;2;;2;9;24;
4375;Instituto Superior Manuel Teixeira Gomes;9615;Estudos Gerais de Arquitectura;LICENCIATURA;581;;;;2;;2;4;68;
4375;Instituto Superior Manuel Teixeira Gomes;9736;Educação Física e Desporto;LICENCIATURA;813;;1;;3;;2;6;31;
4380;Instituto Superior de Paços de Brandão;0281;Engenharia Química Industrial;BACHARELATO;524;;;;;;4;4;100;
4380;Instituto Superior de Paços de Brandão;0421;Gestão e Contabilidade;BACHARELATO;344;;;;;1;;1;294;
4380;Instituto Superior de Paços de Brandão;0733;Relações Internacionais;BACHARELATO;313;;;;;;4;4;150;
4380;Instituto Superior de Paços de Brandão;0735;Relações Públicas e Publicidade;BACHARELATO;342;;;;;2;2;4;193;
4380;Instituto Superior de Paços de Brandão;1028;Assessoria de Direcção;LICENCIATURA;346;;;;;;2;2;10;
4380;Instituto Superior de Paços de Brandão;1563;Gestão e Contabilidade;BACHARELATO;344;;;;;1;2;3;173;
4380;Instituto Superior de Paços de Brandão;1563;Gestão e Contabilidade;LICENCIATURA;344;;;1;3;1;10;15;161;
4380;Instituto Superior de Paços de Brandão;1724;Relações Públicas e Publicidade;LICENCIATURA;342;;;;3;2;4;9;83;
4380;Instituto Superior de Paços de Brandão;2384;Gestão e Contabilidade;LICENCIATURA;344;;;;;1;7;8;155;
4380;Instituto Superior de Paços de Brandão;2682;Relações Públicas e Internacionais;LICENCIATURA;342;;;;3;1;3;7;183;
4380;Instituto Superior de Paços de Brandão;9125;Engenharia Química;LICENCIATURA;524;;;;2;;2;4;52;
4380;Instituto Superior de Paços de Brandão;9208;Marketing, Publicidade e Relações Públicas;LICENCIATURA;342;1;;;3;1;4;9;56;
4380;Instituto Superior de Paços de Brandão;9768;Gestão e Contabilidade;LICENCIATURA;344;;;;6;4;8;18;102;
4385;Instituto Superior Politécnico do Oeste;9058;Contabilidade e Administração;LICENCIATURA;344;;;;5;1;3;9;111;
4385;Instituto Superior Politécnico do Oeste;9157;Gestão de Recursos Humanos;LICENCIATURA;345;;;;1;2;2;5;48;
4385;Instituto Superior Politécnico do Oeste;9186;Informática de Gestão;LICENCIATURA;481;;;;1;;;1;23;
4385;Instituto Superior Politécnico do Oeste;9242;Solicitadoria;LICENCIATURA;380;;;;2;1;;3;43;
4425;Instituto Superior Politécnico Internacional;0429;Gestão Bancária;BACHARELATO;343;;;1;3;;2;6;431;
4425;Instituto Superior Politécnico Internacional;0443;Gestão Hoteleira;BACHARELATO;811;;;;4;4;8;16;837;
4425;Instituto Superior Politécnico Internacional;0451;Gestão Seguradora;BACHARELATO;343;;;;;;1;1;34;
4425;Instituto Superior Politécnico Internacional;0752;Secretariado Internacional;BACHARELATO;346;;;;;1;1;2;150;
4425;Instituto Superior Politécnico Internacional;0754;Segurança Social;BACHARELATO;343;;;;1;;;1;269;
4425;Instituto Superior Politécnico Internacional;1516;Gestão Bancária e Seguradora;LICENCIATURA;343;;;;4;1;5;10;201;
4425;Instituto Superior Politécnico Internacional;1569;Gestão Turística e Hoteleira;BACHARELATO;345;;;;2;;1;3;339;
4425;Instituto Superior Politécnico Internacional;1569;Gestão Turística e Hoteleira;LICENCIATURA;345;;;;17;9;8;34;252;
4425;Instituto Superior Politécnico Internacional;1732;Segurança Social;LICENCIATURA;343;;;;;1;1;2;32;
4425;Instituto Superior Politécnico Internacional;2379;Gestão Bancária e Gestão Seguradora;LICENCIATURA;343;;;;2;;;2;120;
4425;Instituto Superior Politécnico Internacional;2452;Gestão Turística e Hoteleira;LICENCIATURA;345;;;;2;;;2;30;
4425;Instituto Superior Politécnico Internacional;9173;Gestão Hoteleira;LICENCIATURA;811;;;;;1;;1;47;
4425;Instituto Superior Politécnico Internacional;9477;Gestão Bancária e Seguradora;LICENCIATURA;343;;;;;;1;1;13;
4426;Instituto Superior Politécnico Internacional de Chaves;0752;Secretariado Internacional;BACHARELATO;346;;;;;;2;2;53;
4435;Instituto Superior Politécnico Portucalense - Instituto Superior Politécnico Portucalense de Lamego;0415;Gestão;BACHARELATO;345;;;;1;;;1;35;
4435;Instituto Superior Politécnico Portucalense - Instituto Superior Politécnico Portucalense de Lamego;0478;Informática;BACHARELATO;481;;;;;1;;1;23;
4436;Instituto Superior Politécnico Portucalense de Penafiel;0116;Contabilidade;BACHARELATO;344;;;;1;;3;4;274;
4436;Instituto Superior Politécnico Portucalense de Penafiel;0415;Gestão;BACHARELATO;345;;;;2;;2;4;362;
4436;Instituto Superior Politécnico Portucalense de Penafiel;0478;Informática;BACHARELATO;481;;;;1;;;1;102;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;0805;Turismo;BACHARELATO;812;;;;;1;3;4;54;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;1031;Administração Pública, Regional e Local;LICENCIATURA;345;;;;;2;2;4;95;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;1595;Intervenção Social e Comunitária;BACHARELATO;762;;;;;;1;1;61;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;1595;Intervenção Social e Comunitária;LICENCIATURA;762;;;;2;;2;4;31;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;1792;Turismo;BACHARELATO;812;;;;2;2;1;5;100;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;1792;Turismo;LICENCIATURA;812;;;;;1;3;4;90;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;2800;Turismo;LICENCIATURA;812;;;;;1;1;2;19;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;9002;Administração Pública;LICENCIATURA;345;;;1;1;;2;4;55;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;9238;Serviço Social;LICENCIATURA;762;2;4;;7;4;13;30;126;
4441;Instituto Superior Politécnico Gaya - Escola Superior de Desenvolvimento Social e Comunitário;9254;Turismo;LICENCIATURA;812;1;1;3;2;1;5;13;47;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;0119;Contabilidade e Gestão;BACHARELATO;344;;;;2;;;2;72;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;0252;Engenharia Electrónica e de Automação;BACHARELATO;523;;;;;2;1;3;54;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;0286;Engenharia Informática;BACHARELATO;523;;;;1;;;1;85;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;0490;Informática de Gestão;BACHARELATO;481;;;;1;;1;2;32;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1141;Contabilidade e Gestão;BACHARELATO;344;;;;;1;1;2;206;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1141;Contabilidade e Gestão;LICENCIATURA;344;;;;7;2;4;13;215;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1345;Engenharia Electrónica e de Automação;BACHARELATO;523;;;;3;;2;5;147;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1345;Engenharia Electrónica e de Automação;LICENCIATURA;523;;;;2;2;1;5;83;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1452;Engenharia Informática;BACHARELATO;523;;;;1;1;2;4;188;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1452;Engenharia Informática;LICENCIATURA;523;;;;3;;2;5;133;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1572;Informática de Gestão;BACHARELATO;481;;;;1;1;1;3;64;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;1572;Informática de Gestão;LICENCIATURA;481;;;;2;1;5;8;64;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9062;Contabilidade e Gestão;LICENCIATURA;344;;;;3;2;;5;80;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9091;Engenharia das Telecomunicações e Computadores;LICENCIATURA;523;;;;1;;;1;15;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9104;Engenharia e Gestão Industrial;LICENCIATURA;529;1;;;1;;;2;13;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9106;Engenharia Electrónica e de Automação;LICENCIATURA;523;1;;2;2;2;1;8;71;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9119;Engenharia Informática;LICENCIATURA;523;1;1;3;3;1;3;12;55;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9123;Engenharia Mecânica;LICENCIATURA;521;;;1;1;1;;3;16;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9147;Gestão;LICENCIATURA;345;2;;2;2;;1;7;34;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9186;Informática de Gestão;LICENCIATURA;481;1;;;;;2;3;32;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;9910;Engenharia de Energias Renováveis;LICENCIATURA;522;1;;;1;;1;3;5;
4442;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;M427;Administração de Redes e Sistemas Informáticos;MESTRADO;481;;;;1;;;1;0;
4443;Instituto Superior Politécnico Gaya - Escola Superior de Educação de Santa Maria;6914;Educação Pré-Escolar;MESTRADO;143;;;;2;;;2;5;
4443;Instituto Superior Politécnico Gaya - Escola Superior de Educação de Santa Maria;9853;Educação Básica;LICENCIATURA;144;1;;;;;;1;19;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;0698;Psicologia Aplicada;LICENCIATURA;311;1;;;75;49;95;220;4193;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;1148;Desenvolvimento Comunitário e Saúde Mental;LICENCIATURA;762;;;;3;2;2;7;63;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;1702;Reabilitação e Inserção Social;LICENCIATURA;762;;;;3;3;4;10;114;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;2616;Saúde Mental Comunitária;LICENCIATURA;762;;;;;1;;1;42;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4093;Comportamento Organizacional;MESTRADO;312;;;;2;1;1;4;111;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4340;Etologia;MESTRADO;312;;;;;1;1;2;61;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4753;Psicologia da Saúde;MESTRADO;311;;;;1;;3;4;93;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4757;Psicologia Educacional;MESTRADO;142;1;;;6;2;3;12;227;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4758;Psicopatologia e Psicologia Clínica;MESTRADO;311;;;;;;4;4;138;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4954;Psicologia Comunitária;MESTRADO;311;;;;;;3;3;7;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4956;Psicologia da Gravidez e da Parentalidade;MESTRADO;311;;;;;1;;1;30;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;4968;Relação de Ajuda;MESTRADO;311;;;1;;1;;2;9;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;6216;Psicobiologia;MESTRADO;311;;;;1;1;;2;4;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;6219;Psicologia da Saúde;MESTRADO;311;1;;;1;2;2;6;45;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;6899;Psicocriminologia;MESTRADO;311;3;;1;2;;2;8;36;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;8505;Ciências Psicológicas;LICENCIATURA;311;9;1;2;13;5;9;39;798;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;9011;Biologia;LICENCIATURA;421;2;;;;;;2;0;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;9343;Psicologia;DOUTORAMENTO;311;;;;1;;2;3;10;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;9555;Psicologia;MESTRADO;311;20;7;10;36;17;32;122;1529;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;9796;Reabilitação e Inserção Social;LICENCIATURA;762;1;;;;1;1;3;61;
4450;ISPA-Instituto Universitário de Ciências Psicológicas, Sociais e da Vida;9900;Desenvolvimento Comunitário;LICENCIATURA;312;;;;2;1;2;5;23;
4451;Instituto Superior de Psicologia Aplicada de Beja;0698;Psicologia Aplicada;LICENCIATURA;311;;;;8;3;12;23;130;
4460;Instituto Superior de Saúde do Alto Ave;1023;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;;3;4;2;2;11;143;
